contig00286:	 No microsatellites found (or repeat region < min_length)
contig00287:	 No microsatellites found (or repeat region < min_length)
contig00289:	 No microsatellites found (or repeat region < min_length)
contig00290:	 No microsatellites found (or repeat region < min_length)
contig00291:	(AG)^13	repeat between bases	445	and	471
contig00294:	 No microsatellites found (or repeat region < min_length)
contig00296:	 No microsatellites found (or repeat region < min_length)
contig00297:	 No microsatellites found (or repeat region < min_length)
contig00301:	 No microsatellites found (or repeat region < min_length)
contig00302:	 No microsatellites found (or repeat region < min_length)
contig00303:	 No microsatellites found (or repeat region < min_length)
contig00304:	 No microsatellites found (or repeat region < min_length)
contig00305:	 No microsatellites found (or repeat region < min_length)
contig00306:	 No microsatellites found (or repeat region < min_length)
contig00309:	 No microsatellites found (or repeat region < min_length)
contig00311:	(AT)^6	repeat between bases	734	and	746
contig00315:	 No microsatellites found (or repeat region < min_length)
contig00316:	 No microsatellites found (or repeat region < min_length)
contig00317:	 No microsatellites found (or repeat region < min_length)
contig00320:	 No microsatellites found (or repeat region < min_length)
contig00325:	 No microsatellites found (or repeat region < min_length)
contig00326:	 No microsatellites found (or repeat region < min_length)
contig00331:	 No microsatellites found (or repeat region < min_length)
contig00332:	 No microsatellites found (or repeat region < min_length)
contig00333:	 No microsatellites found (or repeat region < min_length)
contig00335:	 No microsatellites found (or repeat region < min_length)
contig00336:	 No microsatellites found (or repeat region < min_length)
contig00339:	 No microsatellites found (or repeat region < min_length)
contig00342:	 No microsatellites found (or repeat region < min_length)
contig00343:	 No microsatellites found (or repeat region < min_length)
contig00344:	 No microsatellites found (or repeat region < min_length)
contig00345:	 No microsatellites found (or repeat region < min_length)
contig00347:	 No microsatellites found (or repeat region < min_length)
contig00349:	 No microsatellites found (or repeat region < min_length)
contig00353:	 No microsatellites found (or repeat region < min_length)
contig00356:	 No microsatellites found (or repeat region < min_length)
contig00357:	 No microsatellites found (or repeat region < min_length)
contig00360:	 No microsatellites found (or repeat region < min_length)
contig00361:	 No microsatellites found (or repeat region < min_length)
contig00366:	 No microsatellites found (or repeat region < min_length)
contig00369:	 No microsatellites found (or repeat region < min_length)
contig00370:	 No microsatellites found (or repeat region < min_length)
contig00371:	 No microsatellites found (or repeat region < min_length)
contig00377:	 No microsatellites found (or repeat region < min_length)
contig00378:	 No microsatellites found (or repeat region < min_length)
contig00381:	 No microsatellites found (or repeat region < min_length)
contig00383:	 No microsatellites found (or repeat region < min_length)
contig00386:	 No microsatellites found (or repeat region < min_length)
contig00388:	 No microsatellites found (or repeat region < min_length)
contig00394:	 No microsatellites found (or repeat region < min_length)
contig00396:	 No microsatellites found (or repeat region < min_length)
contig00397:	 No microsatellites found (or repeat region < min_length)
contig00398:	(AC)^12	repeat between bases	1	and	25
contig00398:	(AC)^6	repeat between bases	59	and	71
contig00400:	 No microsatellites found (or repeat region < min_length)
contig00401:	 No microsatellites found (or repeat region < min_length)
contig00403:	 No microsatellites found (or repeat region < min_length)
contig00406:	 No microsatellites found (or repeat region < min_length)
contig00409:	 No microsatellites found (or repeat region < min_length)
contig00412:	 No microsatellites found (or repeat region < min_length)
contig00413:	 No microsatellites found (or repeat region < min_length)
contig00414:	 No microsatellites found (or repeat region < min_length)
contig00417:	 No microsatellites found (or repeat region < min_length)
contig00418:	 No microsatellites found (or repeat region < min_length)
contig00420:	 No microsatellites found (or repeat region < min_length)
contig00421:	 No microsatellites found (or repeat region < min_length)
contig00423:	 No microsatellites found (or repeat region < min_length)
contig00425:	 No microsatellites found (or repeat region < min_length)
contig00428:	 No microsatellites found (or repeat region < min_length)
contig00434:	 No microsatellites found (or repeat region < min_length)
contig00435:	 No microsatellites found (or repeat region < min_length)
contig00445:	 No microsatellites found (or repeat region < min_length)
contig00446:	 No microsatellites found (or repeat region < min_length)
contig00447:	 No microsatellites found (or repeat region < min_length)
contig00451:	 No microsatellites found (or repeat region < min_length)
contig00453:	 No microsatellites found (or repeat region < min_length)
contig00455:	 No microsatellites found (or repeat region < min_length)
contig00457:	 No microsatellites found (or repeat region < min_length)
contig00458:	 No microsatellites found (or repeat region < min_length)
contig00459:	 No microsatellites found (or repeat region < min_length)
contig00461:	 No microsatellites found (or repeat region < min_length)
contig00463:	 No microsatellites found (or repeat region < min_length)
contig00464:	 No microsatellites found (or repeat region < min_length)
contig00466:	 No microsatellites found (or repeat region < min_length)
contig00468:	 No microsatellites found (or repeat region < min_length)
contig00469:	 No microsatellites found (or repeat region < min_length)
contig00470:	 No microsatellites found (or repeat region < min_length)
contig00473:	 No microsatellites found (or repeat region < min_length)
contig00474:	 No microsatellites found (or repeat region < min_length)
contig00477:	 No microsatellites found (or repeat region < min_length)
contig00483:	 No microsatellites found (or repeat region < min_length)
contig00484:	 No microsatellites found (or repeat region < min_length)
contig00485:	 No microsatellites found (or repeat region < min_length)
contig00486:	 No microsatellites found (or repeat region < min_length)
contig00488:	 No microsatellites found (or repeat region < min_length)
contig00489:	 No microsatellites found (or repeat region < min_length)
contig00491:	 No microsatellites found (or repeat region < min_length)
contig00498:	 No microsatellites found (or repeat region < min_length)
contig00499:	 No microsatellites found (or repeat region < min_length)
contig00501:	 No microsatellites found (or repeat region < min_length)
contig00502:	(AAG)^7	repeat between bases	209	and	230
contig00504:	 No microsatellites found (or repeat region < min_length)
contig00505:	 No microsatellites found (or repeat region < min_length)
contig00507:	 No microsatellites found (or repeat region < min_length)
contig00508:	 No microsatellites found (or repeat region < min_length)
contig00509:	 No microsatellites found (or repeat region < min_length)
contig00510:	 No microsatellites found (or repeat region < min_length)
contig00511:	 No microsatellites found (or repeat region < min_length)
contig00514:	 No microsatellites found (or repeat region < min_length)
contig00515:	 No microsatellites found (or repeat region < min_length)
contig00516:	 No microsatellites found (or repeat region < min_length)
contig00519:	 No microsatellites found (or repeat region < min_length)
contig00521:	 No microsatellites found (or repeat region < min_length)
contig00523:	 No microsatellites found (or repeat region < min_length)
contig00524:	 No microsatellites found (or repeat region < min_length)
contig00527:	 No microsatellites found (or repeat region < min_length)
contig00528:	 No microsatellites found (or repeat region < min_length)
contig00532:	 No microsatellites found (or repeat region < min_length)
contig00535:	 No microsatellites found (or repeat region < min_length)
contig00536:	 No microsatellites found (or repeat region < min_length)
contig00538:	 No microsatellites found (or repeat region < min_length)
contig00539:	 No microsatellites found (or repeat region < min_length)
contig00540:	(AG)^10	repeat between bases	822	and	842
contig00541:	 No microsatellites found (or repeat region < min_length)
contig00543:	 No microsatellites found (or repeat region < min_length)
contig00545:	 No microsatellites found (or repeat region < min_length)
contig00546:	 No microsatellites found (or repeat region < min_length)
contig00547:	 No microsatellites found (or repeat region < min_length)
contig00550:	 No microsatellites found (or repeat region < min_length)
contig00551:	 No microsatellites found (or repeat region < min_length)
contig00552:	 No microsatellites found (or repeat region < min_length)
contig00555:	 No microsatellites found (or repeat region < min_length)
contig00557:	 No microsatellites found (or repeat region < min_length)
contig00559:	 No microsatellites found (or repeat region < min_length)
contig00560:	 No microsatellites found (or repeat region < min_length)
contig00562:	(AAATT)^6	repeat between bases	1364	and	1394
contig00566:	 No microsatellites found (or repeat region < min_length)
contig00569:	 No microsatellites found (or repeat region < min_length)
contig00572:	 No microsatellites found (or repeat region < min_length)
contig00576:	 No microsatellites found (or repeat region < min_length)
contig00578:	 No microsatellites found (or repeat region < min_length)
contig00579:	 No microsatellites found (or repeat region < min_length)
contig00580:	 No microsatellites found (or repeat region < min_length)
contig00583:	 No microsatellites found (or repeat region < min_length)
contig00584:	 No microsatellites found (or repeat region < min_length)
contig00586:	 No microsatellites found (or repeat region < min_length)
contig00587:	 No microsatellites found (or repeat region < min_length)
contig00589:	 No microsatellites found (or repeat region < min_length)
contig00590:	 No microsatellites found (or repeat region < min_length)
contig00591:	 No microsatellites found (or repeat region < min_length)
contig00592:	 No microsatellites found (or repeat region < min_length)
contig00594:	 No microsatellites found (or repeat region < min_length)
contig00597:	 No microsatellites found (or repeat region < min_length)
contig00598:	 No microsatellites found (or repeat region < min_length)
contig00599:	 No microsatellites found (or repeat region < min_length)
contig00600:	 No microsatellites found (or repeat region < min_length)
contig00603:	 No microsatellites found (or repeat region < min_length)
contig00604:	 No microsatellites found (or repeat region < min_length)
contig00605:	 No microsatellites found (or repeat region < min_length)
contig00606:	(AG)^9	repeat between bases	825	and	843
contig00611:	 No microsatellites found (or repeat region < min_length)
contig00614:	 No microsatellites found (or repeat region < min_length)
contig00615:	 No microsatellites found (or repeat region < min_length)
contig00619:	 No microsatellites found (or repeat region < min_length)
contig00620:	 No microsatellites found (or repeat region < min_length)
contig00621:	 No microsatellites found (or repeat region < min_length)
contig00627:	 No microsatellites found (or repeat region < min_length)
contig00629:	 No microsatellites found (or repeat region < min_length)
contig00630:	 No microsatellites found (or repeat region < min_length)
contig00631:	 No microsatellites found (or repeat region < min_length)
contig00632:	 No microsatellites found (or repeat region < min_length)
contig00633:	 No microsatellites found (or repeat region < min_length)
contig00636:	 No microsatellites found (or repeat region < min_length)
contig00638:	 No microsatellites found (or repeat region < min_length)
contig00639:	 No microsatellites found (or repeat region < min_length)
contig00643:	 No microsatellites found (or repeat region < min_length)
contig00645:	 No microsatellites found (or repeat region < min_length)
contig00647:	 No microsatellites found (or repeat region < min_length)
contig00649:	 No microsatellites found (or repeat region < min_length)
contig00651:	 No microsatellites found (or repeat region < min_length)
contig00653:	 No microsatellites found (or repeat region < min_length)
contig00654:	 No microsatellites found (or repeat region < min_length)
contig00655:	 No microsatellites found (or repeat region < min_length)
contig00656:	 No microsatellites found (or repeat region < min_length)
contig00657:	 No microsatellites found (or repeat region < min_length)
contig00661:	 No microsatellites found (or repeat region < min_length)
contig00668:	 No microsatellites found (or repeat region < min_length)
contig00670:	 No microsatellites found (or repeat region < min_length)
contig00671:	 No microsatellites found (or repeat region < min_length)
contig00672:	 No microsatellites found (or repeat region < min_length)
contig00673:	 No microsatellites found (or repeat region < min_length)
contig00674:	 No microsatellites found (or repeat region < min_length)
contig00675:	 No microsatellites found (or repeat region < min_length)
contig00680:	 No microsatellites found (or repeat region < min_length)
contig00681:	 No microsatellites found (or repeat region < min_length)
contig00682:	 No microsatellites found (or repeat region < min_length)
contig00683:	(AT)^7	repeat between bases	1289	and	1303
contig00683:	(AG)^8	repeat between bases	261	and	277
contig00685:	 No microsatellites found (or repeat region < min_length)
contig00690:	 No microsatellites found (or repeat region < min_length)
contig00691:	 No microsatellites found (or repeat region < min_length)
contig00692:	 No microsatellites found (or repeat region < min_length)
contig00695:	 No microsatellites found (or repeat region < min_length)
contig00696:	 No microsatellites found (or repeat region < min_length)
contig00698:	 No microsatellites found (or repeat region < min_length)
contig00699:	 No microsatellites found (or repeat region < min_length)
contig00702:	 No microsatellites found (or repeat region < min_length)
contig00706:	 No microsatellites found (or repeat region < min_length)
contig00712:	 No microsatellites found (or repeat region < min_length)
contig00714:	 No microsatellites found (or repeat region < min_length)
contig00716:	 No microsatellites found (or repeat region < min_length)
contig00717:	 No microsatellites found (or repeat region < min_length)
contig00719:	 No microsatellites found (or repeat region < min_length)
contig00721:	 No microsatellites found (or repeat region < min_length)
contig00722:	 No microsatellites found (or repeat region < min_length)
contig00723:	 No microsatellites found (or repeat region < min_length)
contig00724:	 No microsatellites found (or repeat region < min_length)
contig00726:	 No microsatellites found (or repeat region < min_length)
contig00727:	 No microsatellites found (or repeat region < min_length)
contig00729:	 No microsatellites found (or repeat region < min_length)
contig00730:	 No microsatellites found (or repeat region < min_length)
contig00731:	 No microsatellites found (or repeat region < min_length)
contig00732:	 No microsatellites found (or repeat region < min_length)
contig00733:	 No microsatellites found (or repeat region < min_length)
contig00734:	 No microsatellites found (or repeat region < min_length)
contig00735:	 No microsatellites found (or repeat region < min_length)
contig00736:	 No microsatellites found (or repeat region < min_length)
contig00738:	 No microsatellites found (or repeat region < min_length)
contig00739:	 No microsatellites found (or repeat region < min_length)
contig00740:	 No microsatellites found (or repeat region < min_length)
contig00741:	 No microsatellites found (or repeat region < min_length)
contig00744:	 No microsatellites found (or repeat region < min_length)
contig00747:	 No microsatellites found (or repeat region < min_length)
contig00749:	 No microsatellites found (or repeat region < min_length)
contig00754:	 No microsatellites found (or repeat region < min_length)
contig00755:	 No microsatellites found (or repeat region < min_length)
contig00756:	 No microsatellites found (or repeat region < min_length)
contig00757:	 No microsatellites found (or repeat region < min_length)
contig00759:	 No microsatellites found (or repeat region < min_length)
contig00760:	 No microsatellites found (or repeat region < min_length)
contig00762:	 No microsatellites found (or repeat region < min_length)
contig00763:	 No microsatellites found (or repeat region < min_length)
contig00764:	 No microsatellites found (or repeat region < min_length)
contig00765:	 No microsatellites found (or repeat region < min_length)
contig00766:	 No microsatellites found (or repeat region < min_length)
contig00768:	 No microsatellites found (or repeat region < min_length)
contig00772:	 No microsatellites found (or repeat region < min_length)
contig00773:	 No microsatellites found (or repeat region < min_length)
contig00775:	 No microsatellites found (or repeat region < min_length)
contig00776:	 No microsatellites found (or repeat region < min_length)
contig00777:	 No microsatellites found (or repeat region < min_length)
contig00780:	 No microsatellites found (or repeat region < min_length)
contig00783:	 No microsatellites found (or repeat region < min_length)
contig00784:	 No microsatellites found (or repeat region < min_length)
contig00786:	 No microsatellites found (or repeat region < min_length)
contig00787:	 No microsatellites found (or repeat region < min_length)
contig00793:	 No microsatellites found (or repeat region < min_length)
contig00795:	 No microsatellites found (or repeat region < min_length)
contig00796:	 No microsatellites found (or repeat region < min_length)
contig00797:	 No microsatellites found (or repeat region < min_length)
contig00798:	 No microsatellites found (or repeat region < min_length)
contig00800:	 No microsatellites found (or repeat region < min_length)
contig00803:	 No microsatellites found (or repeat region < min_length)
contig00808:	(AT)^7	repeat between bases	326	and	340
contig00809:	 No microsatellites found (or repeat region < min_length)
contig00810:	 No microsatellites found (or repeat region < min_length)
contig00811:	 No microsatellites found (or repeat region < min_length)
contig00812:	(ACTC)^6	repeat between bases	427	and	451
contig00813:	 No microsatellites found (or repeat region < min_length)
contig00814:	 No microsatellites found (or repeat region < min_length)
contig00816:	 No microsatellites found (or repeat region < min_length)
contig00817:	 No microsatellites found (or repeat region < min_length)
contig00818:	(AT)^6	repeat between bases	280	and	292
contig00821:	 No microsatellites found (or repeat region < min_length)
contig00824:	 No microsatellites found (or repeat region < min_length)
contig00825:	 No microsatellites found (or repeat region < min_length)
contig00826:	 No microsatellites found (or repeat region < min_length)
contig00827:	 No microsatellites found (or repeat region < min_length)
contig00830:	 No microsatellites found (or repeat region < min_length)
contig00831:	 No microsatellites found (or repeat region < min_length)
contig00832:	 No microsatellites found (or repeat region < min_length)
contig00834:	 No microsatellites found (or repeat region < min_length)
contig00837:	 No microsatellites found (or repeat region < min_length)
contig00838:	 No microsatellites found (or repeat region < min_length)
contig00839:	 No microsatellites found (or repeat region < min_length)
contig00841:	 No microsatellites found (or repeat region < min_length)
contig00842:	 No microsatellites found (or repeat region < min_length)
contig00853:	 No microsatellites found (or repeat region < min_length)
contig00854:	 No microsatellites found (or repeat region < min_length)
contig00855:	 No microsatellites found (or repeat region < min_length)
contig00856:	 No microsatellites found (or repeat region < min_length)
contig00857:	 No microsatellites found (or repeat region < min_length)
contig00859:	 No microsatellites found (or repeat region < min_length)
contig00862:	 No microsatellites found (or repeat region < min_length)
contig00864:	 No microsatellites found (or repeat region < min_length)
contig00865:	 No microsatellites found (or repeat region < min_length)
contig00866:	 No microsatellites found (or repeat region < min_length)
contig00870:	 No microsatellites found (or repeat region < min_length)
contig00874:	 No microsatellites found (or repeat region < min_length)
contig00875:	 No microsatellites found (or repeat region < min_length)
contig00876:	 No microsatellites found (or repeat region < min_length)
contig00877:	 No microsatellites found (or repeat region < min_length)
contig00880:	 No microsatellites found (or repeat region < min_length)
contig00885:	 No microsatellites found (or repeat region < min_length)
contig00886:	 No microsatellites found (or repeat region < min_length)
contig00889:	 No microsatellites found (or repeat region < min_length)
contig00891:	 No microsatellites found (or repeat region < min_length)
contig00894:	(AAAG)^6	repeat between bases	668	and	692
contig00896:	 No microsatellites found (or repeat region < min_length)
contig00897:	 No microsatellites found (or repeat region < min_length)
contig00905:	 No microsatellites found (or repeat region < min_length)
contig00906:	 No microsatellites found (or repeat region < min_length)
contig00908:	 No microsatellites found (or repeat region < min_length)
contig00909:	 No microsatellites found (or repeat region < min_length)
contig00910:	 No microsatellites found (or repeat region < min_length)
contig00911:	 No microsatellites found (or repeat region < min_length)
contig00912:	 No microsatellites found (or repeat region < min_length)
contig00913:	 No microsatellites found (or repeat region < min_length)
contig00914:	 No microsatellites found (or repeat region < min_length)
contig00915:	 No microsatellites found (or repeat region < min_length)
contig00917:	 No microsatellites found (or repeat region < min_length)
contig00919:	 No microsatellites found (or repeat region < min_length)
contig00920:	 No microsatellites found (or repeat region < min_length)
contig00921:	 No microsatellites found (or repeat region < min_length)
contig00922:	 No microsatellites found (or repeat region < min_length)
contig00923:	 No microsatellites found (or repeat region < min_length)
contig00925:	 No microsatellites found (or repeat region < min_length)
contig00926:	(AC)^7	repeat between bases	969	and	983
contig00931:	 No microsatellites found (or repeat region < min_length)
contig00932:	 No microsatellites found (or repeat region < min_length)
contig00935:	 No microsatellites found (or repeat region < min_length)
contig00940:	 No microsatellites found (or repeat region < min_length)
contig00943:	 No microsatellites found (or repeat region < min_length)
contig00945:	 No microsatellites found (or repeat region < min_length)
contig00947:	 No microsatellites found (or repeat region < min_length)
contig00949:	 No microsatellites found (or repeat region < min_length)
contig00950:	 No microsatellites found (or repeat region < min_length)
contig00951:	 No microsatellites found (or repeat region < min_length)
contig00954:	 No microsatellites found (or repeat region < min_length)
contig00955:	 No microsatellites found (or repeat region < min_length)
contig00956:	 No microsatellites found (or repeat region < min_length)
contig00957:	 No microsatellites found (or repeat region < min_length)
contig00958:	 No microsatellites found (or repeat region < min_length)
contig00960:	 No microsatellites found (or repeat region < min_length)
contig00961:	 No microsatellites found (or repeat region < min_length)
contig00962:	 No microsatellites found (or repeat region < min_length)
contig00963:	 No microsatellites found (or repeat region < min_length)
contig00965:	 No microsatellites found (or repeat region < min_length)
contig00966:	 No microsatellites found (or repeat region < min_length)
contig00967:	 No microsatellites found (or repeat region < min_length)
contig00968:	 No microsatellites found (or repeat region < min_length)
contig00969:	 No microsatellites found (or repeat region < min_length)
contig00970:	 No microsatellites found (or repeat region < min_length)
contig00971:	 No microsatellites found (or repeat region < min_length)
contig00972:	 No microsatellites found (or repeat region < min_length)
contig00973:	 No microsatellites found (or repeat region < min_length)
contig00975:	 No microsatellites found (or repeat region < min_length)
contig00976:	 No microsatellites found (or repeat region < min_length)
contig00979:	 No microsatellites found (or repeat region < min_length)
contig00980:	 No microsatellites found (or repeat region < min_length)
contig00981:	(AATC)^7	repeat between bases	380	and	408
contig00981:	(AT)^6	repeat between bases	417	and	429
contig00983:	 No microsatellites found (or repeat region < min_length)
contig00984:	 No microsatellites found (or repeat region < min_length)
contig00986:	 No microsatellites found (or repeat region < min_length)
contig00994:	 No microsatellites found (or repeat region < min_length)
contig00998:	 No microsatellites found (or repeat region < min_length)
contig00999:	 No microsatellites found (or repeat region < min_length)
contig01001:	 No microsatellites found (or repeat region < min_length)
contig01004:	 No microsatellites found (or repeat region < min_length)
contig01005:	 No microsatellites found (or repeat region < min_length)
contig01011:	 No microsatellites found (or repeat region < min_length)
contig01016:	 No microsatellites found (or repeat region < min_length)
contig01020:	 No microsatellites found (or repeat region < min_length)
contig01022:	 No microsatellites found (or repeat region < min_length)
contig01024:	 No microsatellites found (or repeat region < min_length)
contig01025:	(AC)^8	repeat between bases	481	and	497
contig01026:	 No microsatellites found (or repeat region < min_length)
contig01027:	 No microsatellites found (or repeat region < min_length)
contig01029:	 No microsatellites found (or repeat region < min_length)
contig01030:	 No microsatellites found (or repeat region < min_length)
contig01031:	 No microsatellites found (or repeat region < min_length)
contig01033:	 No microsatellites found (or repeat region < min_length)
contig01035:	 No microsatellites found (or repeat region < min_length)
contig01037:	 No microsatellites found (or repeat region < min_length)
contig01042:	 No microsatellites found (or repeat region < min_length)
contig01043:	 No microsatellites found (or repeat region < min_length)
contig01044:	 No microsatellites found (or repeat region < min_length)
contig01045:	 No microsatellites found (or repeat region < min_length)
contig01047:	(AG)^6	repeat between bases	352	and	364
contig01048:	 No microsatellites found (or repeat region < min_length)
contig01051:	 No microsatellites found (or repeat region < min_length)
contig01053:	 No microsatellites found (or repeat region < min_length)
contig01054:	 No microsatellites found (or repeat region < min_length)
contig01055:	 No microsatellites found (or repeat region < min_length)
contig01056:	 No microsatellites found (or repeat region < min_length)
contig01058:	 No microsatellites found (or repeat region < min_length)
contig01059:	 No microsatellites found (or repeat region < min_length)
contig01060:	 No microsatellites found (or repeat region < min_length)
contig01062:	 No microsatellites found (or repeat region < min_length)
contig01064:	 No microsatellites found (or repeat region < min_length)
contig01065:	 No microsatellites found (or repeat region < min_length)
contig01071:	 No microsatellites found (or repeat region < min_length)
contig01074:	 No microsatellites found (or repeat region < min_length)
contig01076:	 No microsatellites found (or repeat region < min_length)
contig01077:	 No microsatellites found (or repeat region < min_length)
contig01078:	 No microsatellites found (or repeat region < min_length)
contig01079:	 No microsatellites found (or repeat region < min_length)
contig01080:	 No microsatellites found (or repeat region < min_length)
contig01081:	 No microsatellites found (or repeat region < min_length)
contig01082:	 No microsatellites found (or repeat region < min_length)
contig01083:	 No microsatellites found (or repeat region < min_length)
contig01084:	 No microsatellites found (or repeat region < min_length)
contig01085:	 No microsatellites found (or repeat region < min_length)
contig01089:	 No microsatellites found (or repeat region < min_length)
contig01090:	 No microsatellites found (or repeat region < min_length)
contig01091:	 No microsatellites found (or repeat region < min_length)
contig01092:	 No microsatellites found (or repeat region < min_length)
contig01099:	 No microsatellites found (or repeat region < min_length)
contig01101:	 No microsatellites found (or repeat region < min_length)
contig01102:	 No microsatellites found (or repeat region < min_length)
